net.corda.cordapp.cordapp-configuration:net.corda.cordapp.cordapp-configuration.gradle.plugin;net.corda.cordapp.cordapp-configuration;net.corda.cordapp.cordapp-configuration.gradle.plugin
jakarta.tck.coreprofile:rest-tck-suite;jakarta.tck.coreprofile;rest-tck-suite
jakarta.tck.coreprofile:core-profile-tck-impl;jakarta.tck.coreprofile;core-profile-tck-impl
jakarta.tck.coreprofile:common-annotations;jakarta.tck.coreprofile;common-annotations
jakarta.tck.coreprofile:core-tck-jsonp-extension;jakarta.tck.coreprofile;core-tck-jsonp-extension
jakarta.tck.coreprofile:core-profile-tck-dist;jakarta.tck.coreprofile;core-profile-tck-dist
org.groovymc.gml:gml;org.groovymc.gml;gml
org.webjars.npm:amplitude;org.webjars.npm;amplitude
org.webjars.npm:winreg;org.webjars.npm;winreg
com.github.ifeilong:feilong;com.github.ifeilong;feilong
org.webjars.npm:njre;org.webjars.npm;njre
dev.ybrig.concord:concord-maven-plugin;dev.ybrig.concord;concord-maven-plugin
cloud.anypoint:mule-amazon-bedrock-connector;cloud.anypoint;mule-amazon-bedrock-connector
org.groovymc.gml:gml-core;org.groovymc.gml;gml-core
com.braimanm:uitaf-parent;com.braimanm;uitaf-parent
com.braimanm:uitaf-playwright;com.braimanm;uitaf-playwright
com.braimanm:page-component-core;com.braimanm;page-component-core
com.braimanm:page-component-playwright;com.braimanm;page-component-playwright
de.knightsoft-net:gwt-webworker;de.knightsoft-net;gwt-webworker
de.knightsoft-net:gwt-seo;de.knightsoft-net;gwt-seo
de.knightsoft-net:gwt-pushstate;de.knightsoft-net;gwt-pushstate
de.knightsoft-net:gwt-lzma;de.knightsoft-net;gwt-lzma
com.lithic.api:lithic-java-client-okhttp;com.lithic.api;lithic-java-client-okhttp
com.lithic.api:lithic-java;com.lithic.api;lithic-java
com.lithic.api:lithic-java-core;com.lithic.api;lithic-java-core
com.lithic.api:lithic-kotlin-client-okhttp;com.lithic.api;lithic-kotlin-client-okhttp
com.lithic.api:lithic-kotlin;com.lithic.api;lithic-kotlin
com.lithic.api:lithic-kotlin-core;com.lithic.api;lithic-kotlin-core
de.knightsoft-net:gwt-commons-codec;de.knightsoft-net;gwt-commons-codec
de.knightsoft-net:gwt-commons-validator;de.knightsoft-net;gwt-commons-validator
com.infomaximum:rdao;com.infomaximum;rdao
de.knightsoft-net:gwt-commons-lang3;de.knightsoft-net;gwt-commons-lang3
de.knightsoft-net:gwt-mt-jre-emulation;de.knightsoft-net;gwt-mt-jre-emulation
io.github.victorkabata:daraja-multiplatform;io.github.victorkabata;daraja-multiplatform
com.avioconsulting.mule:mule-health-check-api;com.avioconsulting.mule;mule-health-check-api
com.datadoghq:dd-javac-plugin-client;com.datadoghq;dd-javac-plugin-client
com.datadoghq:dd-javac-plugin;com.datadoghq;dd-javac-plugin
guru.mocker:parent;guru.mocker;parent
org.jqassistant.plugin:jqassistant-pub-plugin;org.jqassistant.plugin;jqassistant-pub-plugin
com.aerospike:aerospike-expression-dsl;com.aerospike;aerospike-expression-dsl
jp.openstandia.connector:connector-atlassian-guard;jp.openstandia.connector;connector-atlassian-guard
com.github.gekomad:scala-regex-collection_sjs1_2.12;com.github.gekomad;scala-regex-collection_sjs1_2.12
com.github.gekomad:scala-regex-collection_sjs1_2.13;com.github.gekomad;scala-regex-collection_sjs1_2.13
com.github.gekomad:scala-regex-collection_sjs1_3;com.github.gekomad;scala-regex-collection_sjs1_3
com.github.gekomad:scala-regex-collection_3;com.github.gekomad;scala-regex-collection_3
com.github.gekomad:scala-regex-collection_2.13;com.github.gekomad;scala-regex-collection_2.13
com.github.gekomad:scala-regex-collection_2.12;com.github.gekomad;scala-regex-collection_2.12
cn.com.antcloud.api:antcloud-api-provider-app_jzqcreatepreappc;cn.com.antcloud.api;antcloud-api-provider-app_jzqcreatepreappc
com.tagcommander.lib:TCIAB;com.tagcommander.lib;TCIAB
com.tagcommander.lib:ServerSide;com.tagcommander.lib;ServerSide
com.tagcommander.lib:FirebaseDestination;com.tagcommander.lib;FirebaseDestination
com.tagcommander.lib:core;com.tagcommander.lib;core
com.github.developframework:excel-io;com.github.developframework;excel-io
com.gitee.g0:receivercore;com.gitee.g0;receivercore
io.qameta.allure:allure-maven;io.qameta.allure;allure-maven
com.github.developframework:kite-gson;com.github.developframework;kite-gson
com.github.developframework:kite-fastjson;com.github.developframework;kite-fastjson
com.github.developframework:kite-spring-boot-starter;com.github.developframework;kite-spring-boot-starter
com.github.developframework:kite-dom4j;com.github.developframework;kite-dom4j
com.github.developframework:kite-jackson;com.github.developframework;kite-jackson
com.github.developframework:kite-spring;com.github.developframework;kite-spring
com.github.developframework:kite-core;com.github.developframework;kite-core
com.github.developframework:kite;com.github.developframework;kite
moe.sdl.ipdb:ipdb-core;moe.sdl.ipdb;ipdb-core
com.rqba:lxd-base-cache;com.rqba;lxd-base-cache
org.nerderg.plugins:grails-shiro;org.nerderg.plugins;grails-shiro
org.http4k:tools;org.http4k;tools
org.apache.ozone:hdds-hadoop-dependency-test;org.apache.ozone;hdds-hadoop-dependency-test
no.digipost:digipost-api-client-java;no.digipost;digipost-api-client-java
com.acrcloud.sdks:com.acrcloud.sdks.recognizer;com.acrcloud.sdks;com.acrcloud.sdks.recognizer
com.github.liaochong:myexcel;com.github.liaochong;myexcel
com.enioka.jqm:jqm-integration-tests;com.enioka.jqm;jqm-integration-tests
com.enioka.jqm:jqm-service;com.enioka.jqm;jqm-service
com.enioka.jqm:jqm-webserver-jetty;com.enioka.jqm;jqm-webserver-jetty
com.enioka.jqm:jqm-cli;com.enioka.jqm;jqm-cli
com.enioka.jqm:jqm-cli-bootstrap;com.enioka.jqm;jqm-cli-bootstrap
com.enioka.jqm:jqm-clusternode;com.enioka.jqm;jqm-clusternode
com.enioka.jqm:jqm-webserver-api;com.enioka.jqm;jqm-webserver-api
com.enioka.jqm:jqm-tst;com.enioka.jqm;jqm-tst
com.enioka.jqm:jqm-providers;com.enioka.jqm;jqm-providers
com.enioka.jqm:jqm-engine;com.enioka.jqm;jqm-engine
com.enioka.jqm:jqm-engine-api;com.enioka.jqm;jqm-engine-api
com.enioka.jqm:jqm-jndi-context;com.enioka.jqm;jqm-jndi-context
com.enioka.jqm:jqm-ws;com.enioka.jqm;jqm-ws
com.enioka.jqm:jqm-serializer-jackson;com.enioka.jqm;jqm-serializer-jackson
com.enioka.jqm:jqm-webserver;com.enioka.jqm;jqm-webserver
com.enioka.jqm:jqm-xml;com.enioka.jqm;jqm-xml
com.enioka.jqm:jqm-test-helpers;com.enioka.jqm;jqm-test-helpers
com.enioka.jqm:jqm-admin;com.enioka.jqm;jqm-admin
com.enioka.jqm:jqm-api-client-jersey;com.enioka.jqm;jqm-api-client-jersey
com.enioka.jqm:jqm-pki;com.enioka.jqm;jqm-pki
com.enioka.jqm:jqm-model-updater-cli;com.enioka.jqm;jqm-model-updater-cli
com.enioka.jqm:jqm-cli-api;com.enioka.jqm;jqm-cli-api
com.enioka.jqm:jqm-model-repository;com.enioka.jqm;jqm-model-repository
com.enioka.jqm:jqm-test-spring-2;com.enioka.jqm;jqm-test-spring-2
com.enioka.jqm:jqm-handler-spring;com.enioka.jqm;jqm-handler-spring
com.enioka.jqm:jqm-handlers;com.enioka.jqm;jqm-handlers
com.enioka.jqm:jqm-test-spring-1;com.enioka.jqm;jqm-test-spring-1
com.enioka.jqm:jqm-test-pyl-nodep;com.enioka.jqm;jqm-test-pyl-nodep
com.enioka.jqm:jqm-test-pyl-hibapi;com.enioka.jqm;jqm-test-pyl-hibapi
com.enioka.jqm:jqm-test-pyl;com.enioka.jqm;jqm-test-pyl
com.enioka.jqm:jqm-test-providedapi;com.enioka.jqm;jqm-test-providedapi
com.enioka.jqm:jqm-test-jndijms-amq;com.enioka.jqm;jqm-test-jndijms-amq
com.enioka.jqm:jqm-test-em;com.enioka.jqm;jqm-test-em
com.enioka.jqm:jqm-api-client-jdbc;com.enioka.jqm;jqm-api-client-jdbc
com.enioka.jqm:jqm-test-datetimemavennopomlib;com.enioka.jqm;jqm-test-datetimemavennopomlib
com.enioka.jqm:jqm-test-datetimemavennopom;com.enioka.jqm;jqm-test-datetimemavennopom
com.enioka.jqm:jqm-test-datetimemavennolibdef;com.enioka.jqm;jqm-test-datetimemavennolibdef
com.enioka.jqm:jqm-test-datetimemavenjarinlib;com.enioka.jqm;jqm-test-datetimemavenjarinlib
com.enioka.jqm:jqm-test-datetimemaven;com.enioka.jqm;jqm-test-datetimemaven
com.enioka.jqm:jqm-api-client-core;com.enioka.jqm;jqm-api-client-core
com.enioka.jqm:jqm-api-client;com.enioka.jqm;jqm-api-client
com.enioka.jqm:jqm-test-cl-isolation;com.enioka.jqm;jqm-test-cl-isolation
com.enioka.jqm:jqm-tests;com.enioka.jqm;jqm-tests
com.enioka.jqm:jqm-runner-spring;com.enioka.jqm;jqm-runner-spring
com.enioka.jqm:jqm-runner-shell;com.enioka.jqm;jqm-runner-shell
com.enioka.jqm:jqm-runner-shell-api;com.enioka.jqm;jqm-runner-shell-api
com.enioka.jqm:jqm-runner-java;com.enioka.jqm;jqm-runner-java
com.enioka.jqm:jqm-runner-java-api;com.enioka.jqm;jqm-runner-java-api
com.enioka.jqm:jqm-runner-api;com.enioka.jqm;jqm-runner-api
com.enioka.jqm:jqm-runner;com.enioka.jqm;jqm-runner
com.enioka.jqm:jqm-api;com.enioka.jqm;jqm-api
com.enioka.jqm:jqm-doc;com.enioka.jqm;jqm-doc
com.enioka.jqm:jqm-dbadapter-pg;com.enioka.jqm;jqm-dbadapter-pg
com.enioka.jqm:jqm-dbadapter-oracle;com.enioka.jqm;jqm-dbadapter-oracle
com.enioka.jqm:jqm-dbadapter-mysql8;com.enioka.jqm;jqm-dbadapter-mysql8
com.enioka.jqm:jqm-dbadapter-mysql;com.enioka.jqm;jqm-dbadapter-mysql
com.enioka.jqm:jqm-dbadapter-hsql;com.enioka.jqm;jqm-dbadapter-hsql
com.enioka.jqm:jqm-dbadapter-db2;com.enioka.jqm;jqm-dbadapter-db2
com.enioka.jqm:jqm-dbadapter;com.enioka.jqm;jqm-dbadapter
com.enioka.jqm:jqm-model;com.enioka.jqm;jqm-model
com.enioka.jqm:jqm-model-updater-liquibase;com.enioka.jqm;jqm-model-updater-liquibase
com.enioka.jqm:jqm-model-updater-api;com.enioka.jqm;jqm-model-updater-api
com.enioka.jqm:jqm-model-updater;com.enioka.jqm;jqm-model-updater
com.enioka.jqm:jqm-shared;com.enioka.jqm;jqm-shared
com.enioka.jqm:jqm-all;com.enioka.jqm;jqm-all
cn.com.antcloud.api:antcloud-api-provider-app_testappshiyi;cn.com.antcloud.api;antcloud-api-provider-app_testappshiyi
com.devonfw.tools.ide:devonfw-ide-configurator;com.devonfw.tools.ide;devonfw-ide-configurator
com.devonfw.tools.ide:devonfw-ide-settings;com.devonfw.tools.ide;devonfw-ide-settings
com.devonfw.tools.ide:devonfw-ide-doc;com.devonfw.tools.ide;devonfw-ide-doc
com.devonfw.tools.ide:devonfw-ide-scripts;com.devonfw.tools.ide;devonfw-ide-scripts
com.github.workerframework.testing:workerframework-testing-util;com.github.workerframework.testing;workerframework-testing-util
com.github.workerframework.testing:workerframework-testing;com.github.workerframework.testing;workerframework-testing
com.github.workerframework.testing:workerframework-testing-integration;com.github.workerframework.testing;workerframework-testing-integration
com.open-elements.hedera:hedera-spring;com.open-elements.hedera;hedera-spring
com.open-elements.hedera:hedera-microprofile;com.open-elements.hedera;hedera-microprofile
com.open-elements.hedera:hedera-enterprise;com.open-elements.hedera;hedera-enterprise
com.open-elements.hedera:hedera-base;com.open-elements.hedera;hedera-base
org.webjars.npm:bootstrap5-autocomplete;org.webjars.npm;bootstrap5-autocomplete
studio.magemonkey:fabled;studio.magemonkey;fabled
com.github.ciscodevnet:dna-spaces-sdk;com.github.ciscodevnet;dna-spaces-sdk
com.razorpay:otp-assist;com.razorpay;otp-assist
io.github.q3769:semver-maven-plugin;io.github.q3769;semver-maven-plugin
cn.tenmg:sql-paging;cn.tenmg;sql-paging
com.github.hetianyi:code-generator-plugin;com.github.hetianyi;code-generator-plugin
com.aliyun:intelligentcreation20241107;com.aliyun;intelligentcreation20241107
com.aliyun:alibabacloud-intelligentcreation20241107;com.aliyun;alibabacloud-intelligentcreation20241107
com.gitee.hljdrl:database;com.gitee.hljdrl;database
org.groovymc:groovybundler;org.groovymc;groovybundler
com.jcabi:jcabi-log;com.jcabi;jcabi-log
org.kinotic:vertx-stomp-lite;org.kinotic;vertx-stomp-lite
org.scala-native:nscplugin_3.6.1;org.scala-native;nscplugin_3.6.1
org.scala-native:junit-plugin_3.6.1;org.scala-native;junit-plugin_3.6.1
io.github.madmaximuus.persian:persian-symbols;io.github.madmaximuus.persian;persian-symbols
de.miraculixx:mc-commons;de.miraculixx;mc-commons
de.miraculixx:kpaper-light;de.miraculixx;kpaper-light
at.meks.quarkiverse.axonframework-extension:quarkus-axonframework-extension-deployment;at.meks.quarkiverse.axonframework-extension;quarkus-axonframework-extension-deployment
org.codehaus.mojo:versions-maven-plugin;org.codehaus.mojo;versions-maven-plugin
at.meks.quarkiverse.axonframework-extension:quarkus-axonframework-extension;at.meks.quarkiverse.axonframework-extension;quarkus-axonframework-extension
org.codehaus.mojo.versions:versions-model-report;org.codehaus.mojo.versions;versions-model-report
org.codehaus.mojo.versions:versions-enforcer;org.codehaus.mojo.versions;versions-enforcer
org.codehaus.mojo.versions:versions-common;org.codehaus.mojo.versions;versions-common
org.codehaus.mojo.versions:versions-test;org.codehaus.mojo.versions;versions-test
org.codehaus.mojo.versions:versions-model;org.codehaus.mojo.versions;versions-model
org.codehaus.mojo.versions:versions-api;org.codehaus.mojo.versions;versions-api
org.codehaus.mojo.versions:versions;org.codehaus.mojo.versions;versions
io.github.willena:influxql;io.github.willena;influxql
org.webjars.npm:nice-forms.css;org.webjars.npm;nice-forms.css
software.momento.kotlin:sdk;software.momento.kotlin;sdk
software.momento.kotlin:sdk-jvm;software.momento.kotlin;sdk-jvm
software.momento.kotlin:sdk-android;software.momento.kotlin;sdk-android
com.ozangunalp:quarkus-zookeeper-server-deployment;com.ozangunalp;quarkus-zookeeper-server-deployment
com.ozangunalp:quarkus-zookeeper-server-extension;com.ozangunalp;quarkus-zookeeper-server-extension
com.ozangunalp:quarkus-zookeeper-server;com.ozangunalp;quarkus-zookeeper-server
com.ozangunalp:zookeeper-server;com.ozangunalp;zookeeper-server
pl.morgwai.base:functional-interfaces;pl.morgwai.base;functional-interfaces
org.webjars.npm:github-com-lekoala-bootstrap5-autocomplete;org.webjars.npm;github-com-lekoala-bootstrap5-autocomplete
com.yegor256:mktmp;com.yegor256;mktmp
io.github.pavelannin:monadic-lce-either-watchosx64;io.github.pavelannin;monadic-lce-either-watchosx64
io.github.pavelannin:monadic-lce-either-watchossimulatorarm64;io.github.pavelannin;monadic-lce-either-watchossimulatorarm64
io.github.pavelannin:monadic-lce-either-watchosdevicearm64;io.github.pavelannin;monadic-lce-either-watchosdevicearm64
io.github.pavelannin:monadic-lce-either-watchosarm64;io.github.pavelannin;monadic-lce-either-watchosarm64
io.github.pavelannin:monadic-lce-either-watchosarm32;io.github.pavelannin;monadic-lce-either-watchosarm32
io.github.pavelannin:monadic-lce-either-wasm-wasi;io.github.pavelannin;monadic-lce-either-wasm-wasi
io.github.pavelannin:monadic-lce-either-wasm-js;io.github.pavelannin;monadic-lce-either-wasm-js
io.github.pavelannin:monadic-lce-either-tvosx64;io.github.pavelannin;monadic-lce-either-tvosx64
io.github.pavelannin:monadic-lce-either-tvossimulatorarm64;io.github.pavelannin;monadic-lce-either-tvossimulatorarm64
io.github.pavelannin:monadic-lce-either-tvosarm64;io.github.pavelannin;monadic-lce-either-tvosarm64
io.github.pavelannin:monadic-lce-either-mingwx64;io.github.pavelannin;monadic-lce-either-mingwx64
io.github.pavelannin:monadic-lce-either-macosx64;io.github.pavelannin;monadic-lce-either-macosx64
io.github.pavelannin:monadic-lce-either-macosarm64;io.github.pavelannin;monadic-lce-either-macosarm64
io.github.pavelannin:monadic-lce-either-linuxx64;io.github.pavelannin;monadic-lce-either-linuxx64
io.github.pavelannin:monadic-lce-either-linuxarm64;io.github.pavelannin;monadic-lce-either-linuxarm64
io.github.pavelannin:monadic-lce-either-js;io.github.pavelannin;monadic-lce-either-js
io.github.pavelannin:monadic-lce-either-androidnativex86;io.github.pavelannin;monadic-lce-either-androidnativex86
io.github.pavelannin:monadic-lce-either-androidnativex64;io.github.pavelannin;monadic-lce-either-androidnativex64
io.github.pavelannin:monadic-lce-either-androidnativearm64;io.github.pavelannin;monadic-lce-either-androidnativearm64
io.github.pavelannin:monadic-lce-either-androidnativearm32;io.github.pavelannin;monadic-lce-either-androidnativearm32
com.palantir.atlasdb:timelock-corruption-detection-objects;com.palantir.atlasdb;timelock-corruption-detection-objects
com.palantir.atlasdb:timelock-corruption-detection-undertow;com.palantir.atlasdb;timelock-corruption-detection-undertow
com.palantir.atlasdb:timelock-server-benchmark-client;com.palantir.atlasdb;timelock-server-benchmark-client
